DATAFLOW,LAST UPDATE,freq,c_dest,purpose,duration,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Luxembourg,2016,7771868,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Luxembourg,2017,10066984,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Luxembourg,2018,9490267,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Luxembourg,2019,9308537,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Luxembourg,2020,5716536,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Luxembourg,2021,7557458,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Luxembourg,2022,11851230,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Luxembourg,2023,11569406,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Luxembourg,2024,12109730,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Latvia,2013,5088193,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Latvia,2014,7390864,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Latvia,2015,6110572,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Latvia,2016,7062609,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Latvia,2017,6338000,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Latvia,2018,5535011,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Latvia,2019,5646351,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Latvia,2020,3257543,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Latvia,2021,4931055,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Latvia,2022,6968794,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Latvia,2023,8635966,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Latvia,2024,8433385,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Montenegro,2016,3821469,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Montenegro,2017,3423635,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,North Macedonia,2019,1923299,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,North Macedonia,2020,878358,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,North Macedonia,2021,1843210,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Malta,2013,1619258,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Malta,2014,2150069,b,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Malta,2015,2230193,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Malta,2016,2735068,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Malta,2017,2973464,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Malta,2018,3346772,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Malta,2019,3469104,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Malta,2020,1555950,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Malta,2021,1936426,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Malta,2022,3421594,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Malta,2023,4023819,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Malta,2024,4333546,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Netherlands,2013,219058686,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Netherlands,2014,217023187,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Netherlands,2015,219524023,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Netherlands,2016,229922847,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Netherlands,2017,227663686,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Netherlands,2018,236886095,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Netherlands,2019,250530661,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Netherlands,2020,133536223,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Netherlands,2021,200253808,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Netherlands,2022,246532827,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Netherlands,2023,258700730,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Netherlands,2024,242527606,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Norway,2013,61948147,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Norway,2014,73577814,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Norway,2015,68454463,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Norway,2016,68332549,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Norway,2017,71419533,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Norway,2018,73790511,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Norway,2021,56971519,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Norway,2022,82208207,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Norway,2023,75528346,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Norway,2024,83675172,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Poland,2013,164228221,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Poland,2014,133370538,b,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Poland,2015,142127592,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Poland,2016,149128663,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Poland,2017,158213009,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Poland,2018,162230523,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Poland,2019,177679271,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Poland,2020,123758377,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Poland,2021,146780359,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Poland,2022,180618273,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Poland,2023,188444673,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Poland,2024,189405183,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Portugal,2013,35473551,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Portugal,2014,31636771,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Portugal,2015,32910952,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Portugal,2016,34854732,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Portugal,2017,39469265,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Portugal,2018,41224733,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Portugal,2019,48546963,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Portugal,2020,38014137,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Portugal,2021,43960616,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Portugal,2022,46639569,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Portugal,2023,47331803,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Portugal,2024,46804770,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Romania,2013,29457798,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Romania,2014,28316773,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Romania,2015,27799020,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Romania,2016,29041812,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Romania,2017,32655433,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Romania,2018,35122207,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Romania,2019,39357684,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Romania,2020,20645100,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Romania,2021,34497234,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Romania,2022,37358801,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Romania,2023,43368994,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Romania,2024,47859014,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Serbia,2018,4397809,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Sweden,2014,93161510,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Sweden,2015,96268440,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Sweden,2016,108937949,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Sweden,2017,120465406,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Sweden,2018,107381785,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Sweden,2019,102176503,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Sweden,2020,80427135,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Sweden,2021,81297515,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Sweden,2022,139476307,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Sweden,2024,165789468,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Slovenia,2013,13914622,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Slovenia,2014,13603213,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Slovenia,2015,15556026,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Slovenia,2016,15586978,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Slovenia,2017,15718157,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Slovenia,2018,17065079,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Slovenia,2019,15849117,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Slovenia,2020,9503991,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Slovenia,2021,15457953,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Slovenia,2022,17951566,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Slovenia,2023,20150900,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Slovenia,2024,21942695,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Slovakia,2013,20510902,b,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Slovakia,2014,15141243,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Slovakia,2015,21107185,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Slovakia,2016,21582262,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Slovakia,2017,23990385,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Slovakia,2018,27405766,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Slovakia,2019,31672414,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Slovakia,2020,11086268,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Slovakia,2021,13382650,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Slovakia,2022,22303286,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Slovakia,2023,28776061,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,Slovakia,2024,32037694,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,"Holidays, leisure and recreation",1 night or over,Number,United Kingdom,2013,492599248,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Albania,2017,2797408,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Albania,2019,2183308,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Albania,2020,1382769,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Austria,2013,8220980,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Austria,2014,4023568,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Austria,2015,4156869,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Austria,2016,4666996,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Austria,2017,4959813,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Austria,2018,7145755,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Austria,2019,5649761,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Austria,2020,3552614,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Austria,2021,4568954,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Austria,2022,9640170,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Austria,2023,13049973,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Austria,2024,12207711,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Belgium,2013,1956857,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Belgium,2014,2681439,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Belgium,2015,1900790,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Belgium,2016,1799951,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Belgium,2017,1698716,b,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Belgium,2018,1496832,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Belgium,2019,4789874,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Belgium,2020,3397078,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Belgium,2021,4276534,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Belgium,2022,4442118,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Belgium,2023,5047946,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Belgium,2024,5380599,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Bulgaria,2013,1155668,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Bulgaria,2014,1374145,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Bulgaria,2015,856221,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Bulgaria,2016,819772,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Bulgaria,2017,1029116,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Bulgaria,2018,888654,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Bulgaria,2019,1211415,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Bulgaria,2020,376957,u,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Bulgaria,2021,553336,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Bulgaria,2022,907057,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Bulgaria,2023,1246213,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Bulgaria,2024,1133476,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Switzerland,2013,10175184,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Switzerland,2014,9120011,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Switzerland,2015,8100944,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Switzerland,2016,9995081,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Switzerland,2017,11508632,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Switzerland,2018,6792773,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Switzerland,2019,12056112,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Switzerland,2020,6503454,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Switzerland,2021,3717622,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Switzerland,2022,5344518,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Cyprus,2013,3105894,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Cyprus,2014,3680242,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Cyprus,2015,2892175,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Cyprus,2016,3466032,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Cyprus,2017,3275327,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Cyprus,2018,2488828,,
