DATAFLOW,LAST UPDATE,freq,c_dest,purpose,duration,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Italy,2014,5927726,b,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Italy,2015,4684240,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Italy,2016,7806325,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Italy,2017,8416896,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Italy,2018,6931989,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Italy,2019,10425976,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Italy,2020,3836395,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Italy,2021,2680505,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Italy,2022,4774444,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Italy,2023,3932463,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Italy,2024,3388780,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Lithuania,2013,2138696,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Lithuania,2014,2063999,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Lithuania,2015,1827046,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Lithuania,2016,1763997,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Lithuania,2017,1786560,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Lithuania,2018,2011058,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Lithuania,2019,1932281,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Lithuania,2020,1287040,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Lithuania,2021,1479488,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Lithuania,2022,1629108,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Lithuania,2023,1712244,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Lithuania,2024,1859964,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Luxembourg,2013,260680,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Luxembourg,2014,436323,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Luxembourg,2015,488900,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Luxembourg,2016,197940,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Luxembourg,2017,566593,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Luxembourg,2018,471902,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Luxembourg,2019,593449,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Luxembourg,2020,563617,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Luxembourg,2021,643435,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Luxembourg,2022,1048268,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Luxembourg,2023,725950,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Luxembourg,2024,739465,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Latvia,2013,1248174,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Latvia,2014,2307450,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Latvia,2015,823112,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Latvia,2016,603919,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Latvia,2017,968405,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Latvia,2018,945021,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Latvia,2019,1125703,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Latvia,2020,689738,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Latvia,2021,1888633,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Latvia,2022,1990749,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Latvia,2023,1477669,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Latvia,2024,1300856,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Montenegro,2016,678332,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Montenegro,2017,640020,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,North Macedonia,2019,99149,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,North Macedonia,2020,,u,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,North Macedonia,2021,53529,u,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Malta,2013,203558,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Malta,2014,186244,b,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Malta,2015,171522,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Malta,2016,213244,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Malta,2017,231364,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Malta,2018,274817,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Malta,2019,176742,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Malta,2020,161988,u,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Malta,2021,155386,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Malta,2022,174065,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Malta,2023,189553,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Malta,2024,311031,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Netherlands,2013,1336281,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Netherlands,2014,800688,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Netherlands,2015,821960,u,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Netherlands,2016,679639,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Netherlands,2017,4115839,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Netherlands,2018,3657309,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Netherlands,2019,3494471,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Netherlands,2020,1051761,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Netherlands,2021,4981852,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Netherlands,2022,18853123,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Netherlands,2023,20899199,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Netherlands,2024,12089428,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Norway,2013,9351277,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Norway,2014,9709373,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Norway,2015,9161079,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Norway,2016,7731260,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Norway,2017,9837474,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Norway,2018,10773131,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Norway,2021,8707796,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Norway,2022,10432603,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Norway,2023,10548705,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Norway,2024,11009249,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Poland,2013,24446257,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Poland,2014,25480281,b,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Poland,2015,24960849,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Poland,2016,30333709,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Poland,2017,32775728,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Poland,2018,31763953,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Poland,2019,31263213,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Poland,2020,15604174,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Poland,2021,20834605,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Poland,2022,28307642,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Poland,2023,25867916,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Poland,2024,28936264,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Portugal,2013,3522699,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Portugal,2014,3447582,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Portugal,2015,3790363,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Portugal,2016,2640062,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Portugal,2017,3269865,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Portugal,2018,2701149,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Portugal,2019,3685278,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Portugal,2020,3635584,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Portugal,2021,3913998,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Portugal,2022,4043000,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Portugal,2023,4462119,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Portugal,2024,4248736,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Romania,2013,859099,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Romania,2014,965866,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Romania,2015,1145559,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Romania,2016,1279522,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Romania,2017,1265984,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Romania,2018,1130643,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Romania,2019,1421390,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Romania,2020,374935,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Romania,2021,624073,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Romania,2022,760492,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Romania,2023,928190,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Romania,2024,824314,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Serbia,2018,1205634,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Sweden,2014,14368632,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Sweden,2015,14552755,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Sweden,2016,16784760,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Sweden,2017,18931274,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Sweden,2018,12179900,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Sweden,2019,14854957,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Sweden,2020,21303065,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Sweden,2021,21783107,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Sweden,2022,22087952,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Sweden,2024,26065276,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Slovenia,2013,494176,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Slovenia,2014,457573,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Slovenia,2015,468023,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Slovenia,2016,770000,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Slovenia,2017,428627,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Slovenia,2018,584369,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Slovenia,2019,589342,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Slovenia,2020,217982,u,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Slovenia,2021,414502,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Slovenia,2022,621183,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Slovenia,2023,810250,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Slovenia,2024,682696,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Slovakia,2013,2235489,b,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Slovakia,2014,3462815,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Slovakia,2015,3595868,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Slovakia,2016,4225234,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Slovakia,2017,4793111,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Slovakia,2018,4602461,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Slovakia,2019,6547935,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Slovakia,2020,2379935,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Slovakia,2021,3251605,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Slovakia,2022,5631291,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Slovakia,2023,6779197,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,Slovakia,2024,5753090,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Other personal reasons,1 night or over,Number,United Kingdom,2013,26531332,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Albania,2017,12552111,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Albania,2019,13625132,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Albania,2020,3983969,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Austria,2013,15376914,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Austria,2014,16532336,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Austria,2015,15231496,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Austria,2016,19301848,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Austria,2017,17627175,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Austria,2018,20307698,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Austria,2019,22238791,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Austria,2020,16278641,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Austria,2021,23039379,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Austria,2022,29628281,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Austria,2023,36122166,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Austria,2024,32630339,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Belgium,2013,12247696,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Belgium,2014,12489223,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Belgium,2015,12457569,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Belgium,2016,13740419,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Belgium,2017,16334803,b,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Belgium,2018,19234604,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Belgium,2019,20318738,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Belgium,2020,12954507,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Belgium,2021,17993823,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Belgium,2022,22237777,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Belgium,2023,25457817,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Belgium,2024,28907942,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Bulgaria,2013,6014528,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Bulgaria,2014,5299820,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Bulgaria,2015,4420050,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Bulgaria,2016,4953636,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Bulgaria,2017,7434606,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Bulgaria,2018,7984730,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Bulgaria,2019,7265898,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Bulgaria,2020,3473355,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Bulgaria,2021,3059188,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Bulgaria,2022,4193040,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Bulgaria,2023,5552540,,
ESTAT:TIN00191(1.0),08/05/26 23:00:00,Annual,All countries of the world,Visits to friends and relatives,1 night or over,Number,Bulgaria,2024,4984304,,
