DATAFLOW,LAST UPDATE,freq,purpose,duration,c_dest,expend,statinfo,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,France,2015,63.19,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,France,2016,65.05,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,France,2017,72.82,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,France,2018,76.14,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,France,2019,75.92,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,France,2020,64.62,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,France,2021,67.75,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,France,2022,83.74,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,France,2023,86.68,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,France,2024,91.12,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Croatia,2013,42.71,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Croatia,2014,39.11,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Croatia,2015,46.35,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Croatia,2016,45.71,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Croatia,2017,49.94,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Croatia,2018,56.53,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Croatia,2019,52.09,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Croatia,2020,36.49,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Croatia,2021,43.02,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Croatia,2022,56.53,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Croatia,2023,67.46,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Croatia,2024,83.49,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Hungary,2013,33.08,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Hungary,2014,36.71,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Hungary,2015,38.55,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Hungary,2016,41.19,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Hungary,2017,44.86,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Hungary,2018,43.39,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Hungary,2019,42.14,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Hungary,2020,37.82,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Hungary,2021,40.91,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Hungary,2022,52.22,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Hungary,2023,70.44,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Hungary,2024,73.79,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Ireland,2013,96.49,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Ireland,2014,99.42,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Ireland,2015,106.38,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Ireland,2016,108.16,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Ireland,2017,112.16,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Ireland,2018,112.71,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Ireland,2019,116.52,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Ireland,2020,97.22,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Ireland,2021,96.14,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Ireland,2022,124.37,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Ireland,2023,142.96,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Ireland,2024,138.01,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Italy,2013,65.11,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Italy,2014,57.02,b,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Italy,2015,63.91,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Italy,2016,68.06,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Italy,2017,74.48,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Italy,2018,73.15,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Italy,2019,75.05,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Italy,2020,61.62,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Italy,2021,62.47,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Italy,2022,71.77,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Italy,2023,83.71,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Italy,2024,85.66,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Lithuania,2013,44.69,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Lithuania,2014,48.32,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Lithuania,2015,49.17,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Lithuania,2016,52.84,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Lithuania,2017,54.35,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Lithuania,2018,55.84,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Lithuania,2019,56.59,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Lithuania,2020,51.28,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Lithuania,2021,52.68,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Lithuania,2022,63.26,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Lithuania,2023,64.21,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Lithuania,2024,62.84,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Luxembourg,2013,119.21,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Luxembourg,2014,130.31,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Luxembourg,2015,122.37,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Luxembourg,2016,120.33,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Luxembourg,2017,112.05,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Luxembourg,2018,131.70,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Luxembourg,2019,154.01,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Luxembourg,2020,107.14,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Luxembourg,2021,114.93,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Luxembourg,2022,175.21,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Luxembourg,2023,182.83,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Luxembourg,2024,190.60,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Latvia,2013,39.70,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Latvia,2014,34.66,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Latvia,2015,42.31,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Latvia,2016,36.71,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Latvia,2017,47.01,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Latvia,2018,50.14,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Latvia,2019,59.48,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Latvia,2020,35.65,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Latvia,2021,45.22,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Latvia,2022,63.62,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Latvia,2023,73.49,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Latvia,2024,77.08,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Montenegro,2016,33.20,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Montenegro,2017,38.21,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,North Macedonia,2019,34.92,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,North Macedonia,2020,30.15,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,North Macedonia,2021,38.32,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Malta,2013,118.93,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Malta,2014,112.49,b,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Malta,2015,123.75,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Malta,2016,113.78,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Malta,2017,127.98,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Malta,2018,134.10,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Malta,2019,141.83,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Malta,2020,90.01,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Malta,2021,106.15,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Malta,2022,123.14,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Malta,2023,137.22,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Malta,2024,135.09,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Netherlands,2013,56.94,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Netherlands,2014,57.28,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Netherlands,2015,57.26,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Netherlands,2016,59.50,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Netherlands,2017,73.74,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Netherlands,2018,74.07,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Netherlands,2019,75.66,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Netherlands,2020,48.78,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Netherlands,2021,66.92,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Netherlands,2022,79.23,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Netherlands,2023,83.83,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Netherlands,2024,95.84,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Norway,2013,161.67,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Norway,2014,147.96,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Norway,2015,162.63,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Norway,2016,161.38,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Norway,2017,167.85,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Norway,2018,143.95,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Norway,2021,97.93,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Norway,2022,165.95,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Norway,2023,127.40,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Norway,2024,148.56,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Poland,2013,47.12,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Poland,2014,32.42,b,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Poland,2015,35.14,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Poland,2016,35.46,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Poland,2017,37.54,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Poland,2018,39.93,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Poland,2019,40.91,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Poland,2020,36.36,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Poland,2021,36.76,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Poland,2022,44.33,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Poland,2023,52.27,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Poland,2024,60.15,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Portugal,2013,22.10,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Portugal,2014,35.20,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Portugal,2015,39.05,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Portugal,2016,36.90,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Portugal,2017,38.54,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Portugal,2018,43.39,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Portugal,2019,49.72,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Portugal,2020,37.50,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Portugal,2021,42.20,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Portugal,2022,56.70,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Portugal,2023,61.37,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Portugal,2024,69.27,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Romania,2013,25.54,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Romania,2014,26.15,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Romania,2015,29.84,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Romania,2016,32.19,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Romania,2017,35.18,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Romania,2018,38.25,,
ESTAT:TIN00196(1.0),08/05/26 23:00:00,Annual,Total,1 night or over,All countries of the world,Total excluding durables and valuable goods,Average per night,Euro,Romania,2019,43.87,,
